BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
5 BHK,Villa,Semi-Furnished,4,Family,1,Agent,Hyderabad,₹3.1 Lac
3 BHK,Flat ,Unfurnished,3,Family,3,Agent,Hyderabad,"₹36,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,1,,Hyderabad,"₹45,000"
2 BHK,Flat ,Furnished,2,Bachelors,1,,Hyderabad,"₹42,000"
4 BHK,Villa,Semi-Furnished,7,Bachelors/Family,2,Agent,Hyderabad,₹1.1 Lac
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹80,000"
3 BHK,Flat ,Semi-Furnished,1,Family,1,Agent,Hyderabad,"₹15,000"
2 BHK,Villa,Semi-Furnished,2,Family,,Agent,Hyderabad,"₹28,000"
4 BHK, House,Furnished,5,Family,2,Owner,Hyderabad,₹1 Lac
2 BHK,Flat ,Unfurnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹15,000"
3 BHK,Flat ,Semi-Furnished,2,Bachelors,2,Owner,Hyderabad,"₹33,500"
3 BHK,Flat ,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,"₹67,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,₹1.9 Lac
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹62,000"
4 BHK,Flat ,Semi-Furnished,5,Bachelors/Family,2,Owner,Hyderabad,"₹98,000"
3 BHK,Flat ,Unfurnished,3,Family,3,Owner,Hyderabad,"₹27,000"
2 BHK,Flat ,Furnished,2,Bachelors,1,Agent,Hyderabad,"₹43,000"
4 BHK,Villa,Unfurnished,4,Bachelors/Family,2,Owner,Hyderabad,₹1.2 Lac
3 BHK,Flat ,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹32,500"
3 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹40,000"
3 BHK,Flat ,Semi-Furnished,4,Bachelors/Family,2,Owner,Hyderabad,"₹35,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹22,000"
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,2,Owner,Hyderabad,"₹43,000"
2 BHK,Flat ,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹35,000"
3 BHK,Flat ,Semi-Furnished,4,Bachelors/Family,,Owner,Hyderabad,"₹50,000"
2 BHK, House,Unfurnished,2,Bachelors,2,Owner,Hyderabad,"₹14,500"
3 BHK,Flat ,Unfurnished,2,Family,2,Owner,Hyderabad,"₹32,000"
2 BHK,Flat ,Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹32,000"
3 BHK,Flat ,Unfurnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹62,000"
2 BHK,Flat ,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹25,000"
7 BHK,Villa,Semi-Furnished,7,Bachelors/Family,,Owner,Hyderabad,₹1.6 Lac
4 BHK,Villa,Furnished,4,Bachelors,,Owner,Hyderabad,"₹70,000"
3 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹13,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Hyderabad,"₹15,000"
2 BHK,Apartment,Furnished,2,Bachelors,2,Owner,Hyderabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹90,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,,Owner,Hyderabad,"₹25,000"
4 BHK, House,Semi-Furnished,3,Bachelors,3,Owner,Hyderabad,"₹22,000"
3 BHK, House,Unfurnished,3,Bachelors,3,Owner,Hyderabad,"₹30,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Hyderabad,"₹44,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹36,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹50,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Owner,Hyderabad,"₹35,000"
3 BHK,Villa,Semi-Furnished,5,Bachelors/Family,1,Owner,Hyderabad,"₹75,000"
5 BHK, House,Semi-Furnished,5,Bachelors/Family,1,Owner,Hyderabad,₹1.3 Lac
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,2,Owner,Hyderabad,"₹60,000"
3 BHK,Villa,Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹60,000"
4 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹80,000"
4 BHK,Villa,Semi-Furnished,6,Bachelors/Family,3,Agent,Hyderabad,₹2.9 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Hyderabad,"₹44,000"
4 BHK,Villa,,,Bachelors/Family,,Owner,Hyderabad,₹1 Lac
3 BHK,Apartment,,,Bachelors/Family,,Owner,Hyderabad,"₹85,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Owner,Hyderabad,"₹35,000"
4 BHK, House,Unfurnished,5,Bachelors,2,Agent,Hyderabad,₹4.5 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Hyderabad,"₹48,000"
3 BHK,Villa,Unfurnished,4,Bachelors/Family,1,Owner,Hyderabad,"₹38,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Hyderabad,"₹35,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Hyderabad,"₹55,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,3,Owner,Hyderabad,"₹20,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹42,000"
1 BHK,Apartment,Furnished,1,Bachelors,1,Owner,Hyderabad,"₹24,000"
4 BHK,Apartment,Furnished,3,Bachelors/Family,2,Owner,Hyderabad,₹1 Lac
5 BHK, House,Unfurnished,5,Bachelors/Family,8,Owner,Hyderabad,"₹95,000"
4 BHK, House,Semi-Furnished,4,Bachelors/Family,1,Owner,Hyderabad,"₹36,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors/Family,2,Owner,Hyderabad,₹1.3 Lac
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Owner,Hyderabad,"₹53,000"
2 BHK, House,Unfurnished,1,Family,,Owner,Hyderabad,"₹18,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹45,000"
4 BHK, House,Unfurnished,5,Family,2,Owner,Hyderabad,₹1.3 Lac
4 BHK, House,Semi-Furnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹70,000"
3 BHK,Villa,Furnished,5,Family,2,Owner,Hyderabad,₹1.2 Lac
3 BHK, House,Semi-Furnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹35,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹31,000"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Owner,Hyderabad,"₹50,000"
5 BHK,Villa,Semi-Furnished,5,Bachelors/Family,,Owner,Hyderabad,"₹90,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,,Owner,Hyderabad,"₹45,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹70,000"
4 BHK, House,Semi-Furnished,5,Family,4,Owner,Hyderabad,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,,Hyderabad,"₹56,000"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Hyderabad,"₹46,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Hyderabad,"₹15,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹17,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹70,000"
3 BHK,Apartment,Furnished,3,Family,4,Owner,Hyderabad,"₹32,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Hyderabad,"₹25,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,,Owner,Hyderabad,"₹49,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors,2,Agent,Hyderabad,"₹31,000"
3 BHK,Apartment,Semi-Furnished,1,Family,1,Agent,Hyderabad,₹1.2 Lac
3 BHK,Villa,Furnished,4,Family,1,Agent,Hyderabad,₹1 Lac
4 BHK, House,Furnished,4,Family,3,Agent,Hyderabad,₹2.5 Lac
3 BHK,Apartment,Furnished,3,Family,2,Owner,Hyderabad,"₹61,000"
4 BHK,Apartment,Furnished,5,Family,1,Agent,Hyderabad,₹1.2 Lac
10 BHK, House,Semi-Furnished,> 10,Bachelors/Family,10,Owner,Hyderabad,₹4 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹75,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,2,Agent,Hyderabad,₹1.1 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Hyderabad,"₹36,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Hyderabad,"₹30,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors,2,Agent,Hyderabad,₹1.1 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Hyderabad,"₹40,000"
4 BHK,Villa,Semi-Furnished,5,Family,2,Agent,Hyderabad,₹1.1 Lac
3 BHK,Apartment,Furnished,3,Family,1,Agent,Hyderabad,"₹58,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,"₹64,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Hyderabad,"₹56,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹68,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,"₹55,000"
2 BHK,Builder Floor,Semi-Furnished,1,Bachelors/Family,,Agent,Hyderabad,"₹23,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹75,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Agent,Hyderabad,"₹53,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,3,Agent,Hyderabad,"₹37,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Hyderabad,₹1.2 Lac
3 BHK,Apartment,Furnished,3,Bachelors/Family,2,Agent,Hyderabad,₹1.9 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,,Agent,Hyderabad,"₹70,000"
4 BHK,Villa,Semi-Furnished,5,Family,2,Agent,Hyderabad,₹1.4 Lac
2 BHK,Apartment,Semi-Furnished,2,Family,2,Agent,Hyderabad,"₹55,000"
3 BHK,Apartment,Furnished,2,Bachelors/Family,1,Agent,Hyderabad,"₹50,000"
5 BHK,Villa,Semi-Furnished,5,Bachelors/Family,3,Agent,Hyderabad,₹1.8 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹50,000"
4 BHK,Apartment,Semi-Furnished,6,Family,2,Agent,Hyderabad,₹4.5 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Hyderabad,"₹27,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Hyderabad,"₹42,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹42,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Agent,Hyderabad,"₹34,000"
4 BHK,Villa,Furnished,5,Bachelors,2,Agent,Hyderabad,₹1.4 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹65,000"
4 BHK,Apartment,Unfurnished,4,Family,3,Agent,Hyderabad,₹2.5 Lac
4 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Hyderabad,₹3.3 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹60,200"
4 BHK,Villa,Semi-Furnished,5,Bachelors,3,Agent,Hyderabad,"₹80,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹68,000"
3 BHK,Apartment,Semi-Furnished,4,Family,2,Agent,Hyderabad,"₹56,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹42,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Hyderabad,"₹45,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Agent,Hyderabad,"₹19,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Hyderabad,"₹85,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Agent,Hyderabad,"₹35,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors/Family,2,Owner,Hyderabad,₹1.7 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹45,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors,2,Agent,Hyderabad,₹1 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Hyderabad,"₹58,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Hyderabad,"₹40,000"
3 BHK,Apartment,Furnished,4,Bachelors,1,Agent,Hyderabad,₹1.9 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹50,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,"₹52,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹67,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Agent,Hyderabad,"₹43,000"
4 BHK,Villa,Semi-Furnished,5,Family,2,Agent,Hyderabad,₹1.8 Lac
3 BHK,Apartment,Unfurnished,3,Family,2,Agent,Hyderabad,"₹80,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Hyderabad,₹2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Hyderabad,"₹36,000"
2 BHK,Apartment,Furnished,2,Family,1,Agent,Hyderabad,"₹60,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Hyderabad,"₹80,000"
1 BHK,Apartment,Unfurnished,1,Bachelors,1,Agent,Hyderabad,"₹13,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Hyderabad,"₹16,500"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Hyderabad,"₹45,000"
4 BHK,Apartment,Furnished,3,Bachelors,5,Agent,Hyderabad,₹1.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Hyderabad,"₹80,000"
3 BHK,Apartment,Furnished,3,Family,2,Agent,Hyderabad,"₹70,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Agent,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Agent,Hyderabad,₹1.3 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Agent,Hyderabad,₹1.3 Lac
1 BHK, House,Semi-Furnished,1,Bachelors/Family,1,Agent,Hyderabad,"₹9,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Hyderabad,"₹73,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹75,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,,Hyderabad,"₹28,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,,Hyderabad,"₹57,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Owner,Hyderabad,"₹48,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Hyderabad,"₹18,000"
3 BHK,Villa,Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,,Owner,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹45,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors,1,Owner,Hyderabad,"₹50,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹50,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹30,000"
4 BHK,Villa,Semi-Furnished,3,Family,2,Owner,Hyderabad,"₹85,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹24,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹70,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,2,Owner,Hyderabad,"₹16,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹55,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Hyderabad,"₹24,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Hyderabad,"₹22,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Owner,Hyderabad,"₹35,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors,1,Owner,Hyderabad,"₹22,000"
3 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Hyderabad,"₹30,000"
1 BHK,Penthouse,Semi-Furnished,1,Bachelors/Family,,Owner,Hyderabad,"₹10,000"
4 BHK,Villa,Furnished,5,Bachelors/Family,1,Owner,Hyderabad,₹1.3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹19,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Hyderabad,"₹19,900"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹80,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Owner,Hyderabad,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Owner,Hyderabad,"₹55,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Hyderabad,"₹56,000"
6 BHK,Builder Floor,Semi-Furnished,> 10,Bachelors/Family,,Owner,Hyderabad,"₹10,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹22,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Hyderabad,"₹25,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,2,Owner,Hyderabad,"₹31,000"
4 BHK,Villa,Furnished,7,Bachelors/Family,1,Owner,Hyderabad,"₹80,000"
4 BHK,Villa,Furnished,5,Bachelors/Family,1,Owner,Hyderabad,"₹40,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Owner,Hyderabad,"₹35,000"
1 BHK, House,Furnished,1,Bachelors,1,Owner,Hyderabad,"₹21,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹15,000"
4 BHK,Villa,Furnished,4,Family,2,Owner,Hyderabad,"₹30,000"
2 BHK, House,Unfurnished,2,Bachelors,2,Owner,Hyderabad,"₹23,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹18,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Hyderabad,"₹10,000"
4 BHK,Villa,Semi-Furnished,5,Family,3,Owner,Hyderabad,"₹52,000"
3 BHK, House,Unfurnished,3,Bachelors,1,Owner,Hyderabad,"₹25,000"
3 BHK,Villa,Semi-Furnished,4,Family,2,Owner,Hyderabad,"₹83,000"
3 BHK, House,Furnished,3,Bachelors,3,Owner,Hyderabad,"₹23,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Hyderabad,"₹22,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,₹1.2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹50,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Owner,Hyderabad,"₹40,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹70,000"
4 BHK,Villa,Semi-Furnished,6,Bachelors/Family,3,Agent,Hyderabad,₹1.9 Lac
3 BHK, House,Semi-Furnished,3,Family,3,Owner,Hyderabad,"₹16,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors/Family,2,Owner,Hyderabad,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹50,000"
3 BHK,Apartment,Semi-Furnished,2,Family,1,Owner,Hyderabad,"₹22,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Hyderabad,"₹10,000"
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,4,Owner,Hyderabad,₹2.5 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,3,Owner,Hyderabad,"₹50,000"
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,4,Owner,Hyderabad,₹1.1 Lac
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Hyderabad,"₹19,000"
2 BHK,Apartment,Unfurnished,2,Family,2,Owner,Hyderabad,"₹15,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,2,Owner,Hyderabad,"₹22,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,,Owner,Hyderabad,"₹58,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,,Owner,Hyderabad,"₹22,000"
2 BHK, House,Furnished,2,Family,3,Owner,Hyderabad,"₹35,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,2,Owner,Hyderabad,"₹21,500"
3 BHK,Apartment,Unfurnished,2,Family,4,Owner,Hyderabad,"₹26,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,4,Owner,Hyderabad,"₹85,000"
4 BHK,Villa,Semi-Furnished,2,Family,2,Owner,Hyderabad,"₹55,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,3,Owner,Hyderabad,"₹47,000"
4 BHK,Villa,Furnished,5,Bachelors,2,Owner,Hyderabad,₹2 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Agent,Hyderabad,"₹65,000"
3 BHK,Apartment,Unfurnished,3,Family,1,Agent,Hyderabad,"₹65,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,2,Agent,Hyderabad,"₹65,000"
4 BHK,Villa,Unfurnished,6,Bachelors/Family,2,Owner,Hyderabad,"₹60,000"
4 BHK, House,Unfurnished,4,Bachelors/Family,3,Owner,Hyderabad,"₹45,000"
4 BHK,Villa,Semi-Furnished,5,Bachelors/Family,2,Agent,Hyderabad,₹1.3 Lac
3 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Hyderabad,"₹17,000"
5 BHK,Villa,Semi-Furnished,5,Bachelors,2,Owner,Hyderabad,"₹60,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Hyderabad,"₹40,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹45,000"
3 BHK,Villa,Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹35,000"
1 BHK,Apartment,Unfurnished,1,Bachelors/Family,,Owner,Hyderabad,"₹18,000"
2 BHK, House,Unfurnished,2,Bachelors,,Owner,Hyderabad,"₹13,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹30,000"
2 BHK, House,Semi-Furnished,3,Bachelors,1,Owner,Hyderabad,"₹15,000"
3 BHK,Villa,Semi-Furnished,5,Bachelors,1,Owner,Hyderabad,₹1.5 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Hyderabad,"₹31,000"
3 BHK, House,Semi-Furnished,4,Bachelors/Family,2,Owner,Hyderabad,"₹30,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Hyderabad,"₹50,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Agent,Hyderabad,"₹53,000"
2 BHK,Builder Floor,Semi-Furnished,2,Family,3,Owner,Hyderabad,"₹19,000"
2 BHK, House,Unfurnished,2,Bachelors,3,Owner,Hyderabad,"₹33,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹80,000"
3 BHK,Apartment,Semi-Furnished,3,Family,2,Owner,Hyderabad,"₹30,000"
3 BHK,Apartment,Semi-Furnished,2,Family,2,Owner,Hyderabad,"₹32,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Hyderabad,"₹50,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,3,Owner,Hyderabad,"₹35,000"
5 BHK,Villa,Semi-Furnished,7,Bachelors/Family,2,Owner,Hyderabad,₹2 Lac
5 BHK,Villa,Semi-Furnished,5,Bachelors/Family,3,Owner,Hyderabad,"₹55,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹12,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Hyderabad,"₹48,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Hyderabad,"₹80,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Hyderabad,"₹8,000"
4 BHK,Apartment,Unfurnished,4,Bachelors,3,Agent,Hyderabad,₹3 Lac
2 BHK,Penthouse,Furnished,2,Bachelors/Family,3,Owner,Hyderabad,"₹42,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Hyderabad,"₹65,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Agent,Hyderabad,"₹78,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Owner,Hyderabad,"₹65,000"
3 BHK,Penthouse,Furnished,3,Bachelors/Family,,Owner,Hyderabad,"₹85,000"
5 BHK,Villa,Unfurnished,4,Bachelors,1,Owner,Hyderabad,"₹20,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Agent,Hyderabad,"₹52,000"
2 BHK,Villa,Semi-Furnished,2,Bachelors,,Owner,Hyderabad,"₹13,500"
2 BHK, House,Furnished,2,Bachelors/Family,1,Agent,Hyderabad,"₹25,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Hyderabad,"₹15,000"
3 BHK, House,Unfurnished,3,Bachelors,,Agent,Hyderabad,"₹40,000"
4 BHK,Apartment,Furnished,4,Bachelors/Family,2,Agent,Hyderabad,₹1.9 Lac
4 BHK,Villa,Semi-Furnished,5,Family,2,Agent,Hyderabad,₹3 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Agent,Hyderabad,"₹35,000"
3 BHK,Apartment,Furnished,3,Bachelors,1,Agent,Hyderabad,"₹85,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹53,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Agent,Hyderabad,"₹60,000"
