BHK,Residential_type,Furnishing,Bathroom,Tenants_preferred,Balcony,Posted_by,City,Price
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Chennai,"₹60,000"
3 BHK, House,Unfurnished,3,Bachelors/Family,1,Owner,Chennai,"₹40,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹75,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹35,000"
2 BHK, House,Semi-Furnished,2,Family,,Owner,Chennai,"₹25,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹22,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹14,000"
3 BHK,Builder Floor,Semi-Furnished,3,Family,,Owner,Chennai,"₹20,000"
3 BHK,Villa,Unfurnished,4,Bachelors/Family,,Owner,Chennai,"₹20,000"
2 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹9,000"
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹12,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹18,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,,Owner,Chennai,"₹25,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹14,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹30,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹10,000"
3 BHK,Apartment,Furnished,3,Bachelors,3,Owner,Chennai,"₹40,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹7,000"
4 BHK, House,Unfurnished,4,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹11,000"
1 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹5,800"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹6,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹50,000"
1 BHK, House,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹11,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹7,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹10,000"
2 BHK,Villa,Unfurnished,2,Bachelors,2,Owner,Chennai,"₹20,000"
1 BHK, House,Semi-Furnished,1,Bachelors,,Owner,Chennai,"₹18,500"
2 BHK,Villa,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹10,000"
3 BHK, House,Semi-Furnished,4,Bachelors/Family,,Owner,Chennai,"₹35,000"
2 BHK,Apartment,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹35,000"
1 BHK,Apartment,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹15,000"
1 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹10,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹30,000"
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,1,Owner,Chennai,"₹55,000"
2 BHK,Apartment,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹16,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹10,000"
1 BHK, House,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹6,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹29,500"
2 BHK,Apartment,Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹40,000"
2 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹8,200"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,₹6.5 Lac
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹13,000"
3 BHK, House,Unfurnished,3,Bachelors/Family,1,Owner,Chennai,"₹18,000"
2 BHK,Apartment,Furnished,2,Bachelors/Family,,Owner,Chennai,"₹30,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹32,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹12,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹12,000"
2 BHK,Apartment,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹10,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹30,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹45,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,,Owner,Chennai,"₹22,000"
2 BHK,Villa,Furnished,2,Bachelors,1,Owner,Chennai,"₹27,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹42,000"
5 BHK, House,Furnished,3,Bachelors/Family,2,Owner,Chennai,₹2 Lac
1 BHK,Apartment,Unfurnished,1,Bachelors,,Owner,Chennai,"₹7,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,,Owner,Chennai,"₹10,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹11,000"
3 BHK,Apartment,Furnished,2,Bachelors,2,Owner,Chennai,"₹45,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹8,000"
2 BHK,Villa,Unfurnished,3,Bachelors/Family,1,Owner,Chennai,"₹9,000"
5 BHK, House,Furnished,6,Bachelors/Family,,Owner,Chennai,₹1.4 Lac
2 BHK, House,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹22,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹20,000"
1 BHK, House,Semi-Furnished,1,Bachelors,1,Owner,Chennai,"₹15,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹3,500"
3 BHK, House,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹38,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹10,000"
1 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹12,000"
2 BHK, House,,,Bachelors/Family,,Owner,Chennai,"₹15,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹20,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹4,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹28,000"
2 BHK,Builder Floor,Unfurnished,2,Family,,Owner,Chennai,"₹14,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹16,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹20,000"
1 BHK,Builder Floor,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹20,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,1,Owner,Chennai,"₹16,000"
2 BHK, House,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹10,500"
1 BHK, House,Semi-Furnished,1,Bachelors,1,Owner,Chennai,₹3 Lac
4 BHK,Apartment,Unfurnished,4,Bachelors/Family,1,Owner,Chennai,"₹27,500"
3 BHK,Apartment,Furnished,2,Bachelors,,Owner,Chennai,"₹30,000"
2 BHK,Apartment,Semi-Furnished,2,Family,2,Owner,Chennai,"₹12,000"
2 BHK, House,Unfurnished,3,Bachelors/Family,1,Owner,Chennai,"₹18,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹35,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹10,000"
2 BHK, House,Unfurnished,2,Family,1,Owner,Chennai,"₹15,000"
2 BHK,Builder Floor,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹22,000"
3 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹24,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Chennai,"₹30,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹22,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹16,000"
1 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹8,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Chennai,₹1.4 Lac
1 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹9,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹15,000"
4 BHK,Builder Floor,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹45,800"
1 BHK,Villa,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹5,000"
3 BHK, House,Unfurnished,1,Bachelors,,Owner,Chennai,"₹14,000"
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Chennai,"₹40,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹23,500"
2 BHK,Apartment,Furnished,2,Family,1,Owner,Chennai,₹35 Lac
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹16,000"
1 BHK, House,Unfurnished,1,Family,,Owner,Chennai,"₹14,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹50,000"
1 BHK,Apartment,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹13,000"
2 BHK,Villa,Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹80,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹22,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹19,000"
1 BHK,Apartment,Furnished,1,Bachelors/Family,1,Owner,Chennai,"₹40,000"
2 BHK,Villa,Unfurnished,2,Bachelors,,Owner,Chennai,"₹13,000"
4 BHK, House,Semi-Furnished,5,Family,2,Owner,Chennai,₹1.5 Lac
2 BHK,Apartment,Furnished,2,Bachelors,1,Owner,Chennai,"₹36,000"
2 BHK,Villa,Semi-Furnished,3,Bachelors,2,Owner,Chennai,"₹30,000"
6 BHK, House,Semi-Furnished,5,Bachelors,2,Owner,Chennai,"₹29,000"
4 BHK,Villa,Semi-Furnished,4,Bachelors,1,Owner,Chennai,"₹52,000"
2 BHK,Villa,Unfurnished,2,Bachelors,,Owner,Chennai,"₹16,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,2,Owner,Chennai,"₹30,000"
2 BHK, House,Semi-Furnished,2,Bachelors,,Owner,Chennai,"₹28,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors,2,Owner,Chennai,"₹25,000"
3 BHK, House,Furnished,3,Family,,Owner,Chennai,"₹12,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹45,000"
2 BHK, House,Unfurnished,2,Bachelors,,Owner,Chennai,"₹15,000"
2 BHK, House,Unfurnished,3,Family,,Owner,Chennai,"₹22,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹23,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹12,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹7,000"
4 BHK,Villa,Unfurnished,6,Bachelors/Family,4,Owner,Chennai,₹2.7 Lac
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹8,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹10,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹50,000"
2 BHK, House,Furnished,2,Bachelors,1,Owner,Chennai,"₹17,500"
1 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹17,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹7,500"
2 BHK, House,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹23,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹12,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,1,Owner,Chennai,"₹32,000"
1 BHK, House,Semi-Furnished,1,Bachelors,,Owner,Chennai,"₹11,000"
3 BHK,Apartment,Furnished,3,Bachelors,2,Owner,Chennai,"₹29,000"
2 BHK,Apartment,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹22,000"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹23,000"
4 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹60,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹5,800"
2 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹20,000"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹13,000"
1 BHK, House,Unfurnished,1,Bachelors/Family,1,Owner,Chennai,"₹5,000"
1 BHK, House,Furnished,1,Bachelors/Family,,Owner,Chennai,"₹8,500"
4 BHK, House,Unfurnished,3,Bachelors/Family,1,Owner,Chennai,"₹78,000"
3 BHK, House,Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹45,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹35,000"
3 BHK, House,Semi-Furnished,6,Family,2,Owner,Chennai,₹3 Lac
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Semi-Furnished,3,Family,1,Owner,Chennai,"₹55,000"
2 BHK, House,Unfurnished,1,Bachelors,1,Owner,Chennai,"₹12,000"
1 BHK,Apartment,Furnished,1,Bachelors,,Owner,Chennai,"₹20,000"
3 BHK,Villa,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,₹1.3 Lac
3 BHK,Apartment,Unfurnished,3,Family,1,Owner,Chennai,"₹35,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹55,000"
4 BHK,Villa,Furnished,4,Bachelors,1,Owner,Chennai,"₹36,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹28,000"
2 BHK,Villa,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹28,000"
3 BHK, House,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹30,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹32,000"
2 BHK,Builder Floor,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹18,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹26,000"
2 BHK, House,Semi-Furnished,2,Family,,Owner,Chennai,"₹10,000"
2 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Chennai,"₹75,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Owner,Chennai,"₹90,000"
3 BHK,Apartment,Furnished,3,Bachelors/Family,3,Owner,Chennai,"₹50,000"
2 BHK, House,Furnished,2,Bachelors,,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Unfurnished,2,Bachelors,1,Owner,Chennai,"₹35,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹17,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,,Owner,Chennai,"₹15,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,1,Owner,Chennai,"₹27,000"
3 BHK, House,Semi-Furnished,3,Bachelors/Family,,Owner,Chennai,"₹30,000"
1 BHK,Builder Floor,Furnished,1,Bachelors,,Owner,Chennai,"₹16,000"
3 BHK,Builder Floor,Unfurnished,3,Bachelors,1,Owner,Chennai,"₹52,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,2,Owner,Chennai,"₹23,000"
3 BHK,Villa,Unfurnished,3,Bachelors/Family,2,Owner,Chennai,"₹53,000"
2 BHK,Villa,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹14,000"
2 BHK, House,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹18,500"
2 BHK,Apartment,Furnished,2,Bachelors/Family,2,Owner,Chennai,"₹13,500"
2 BHK,Apartment,Semi-Furnished,2,Bachelors,1,Owner,Chennai,"₹15,000"
2 BHK,Apartment,Unfurnished,2,Bachelors,,Owner,Chennai,"₹25,000"
3 BHK, House,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹30,000"
1 BHK, House,Furnished,1,Bachelors,,Owner,Chennai,"₹17,500"
2 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,1,Owner,Chennai,"₹35,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,,Owner,Chennai,"₹21,000"
1 BHK,Apartment,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹8,000"
2 BHK, House,Unfurnished,2,Bachelors/Family,,Owner,Chennai,"₹12,000"
2 BHK, House,Semi-Furnished,1,Bachelors/Family,,Owner,Chennai,"₹15,000"
1 BHK, House,Unfurnished,2,Bachelors/Family,1,Owner,Chennai,"₹8,500"
2 BHK,Apartment,Unfurnished,2,Bachelors,,Owner,Chennai,"₹9,500"
2 BHK, House,Unfurnished,1,Bachelors/Family,,Owner,Chennai,"₹8,500"
2 BHK,Flat ,Semi-Furnished,2,Family,2,,Gurgaon,"₹69,000"
4 BHK,Flat ,Semi-Furnished,5,Family,2,,Gurgaon,₹1.6 Lac
3 BHK,Flat ,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹65,000"
3 BHK,Flat ,Unfurnished,3,Bachelors,2,Agent,Gurgaon,"₹53,000"
4 BHK,Flat ,Semi-Furnished,5,Bachelors/Family,4,Agent,Gurgaon,₹3.5 Lac
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹40,000"
3 BHK,Flat ,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹45,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,3,,Gurgaon,"₹70,000"
3 BHK,Flat ,Semi-Furnished,3,Family,2,Agent,Gurgaon,"₹45,000"
3 BHK,Flat ,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,"₹77,000"
3 BHK,Flat ,Furnished,3,Bachelors/Family,2,Agent,Gurgaon,₹1.5 Lac
4 BHK,Flat ,Semi-Furnished,4,Bachelors/Family,3,,Gurgaon,₹1.6 Lac
4 BHK,Flat ,Semi-Furnished,4,Family,3,Agent,Gurgaon,₹1.3 Lac
4 BHK,Flat ,Semi-Furnished,4,Bachelors,4,,Gurgaon,"₹75,000"
3 BHK,Flat ,Semi-Furnished,4,Family,2,Agent,Gurgaon,"₹55,000"
2 BHK,Flat ,Semi-Furnished,2,Bachelors/Family,2,,Gurgaon,"₹52,000"
4 BHK,Flat ,Furnished,4,Family,3,Agent,Gurgaon,₹1.5 Lac
4 BHK,Flat ,Semi-Furnished,4,Family,3,Agent,Gurgaon,₹1.1 Lac
4 BHK,Flat ,Unfurnished,4,Bachelors/Family,4,Agent,Gurgaon,₹1.7 Lac
4 BHK,Flat ,Unfurnished,4,Bachelors/Family,4,Agent,Gurgaon,₹1.6 Lac
3 BHK,Flat ,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹70,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,3,,Gurgaon,"₹95,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors,3,,Gurgaon,"₹70,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹60,000"
4 BHK,Flat ,Semi-Furnished,4,,,Agent,Gurgaon,₹1.3 Lac
3 BHK,Flat ,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹58,000"
3 BHK,Flat ,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹47,000"
2 BHK,Flat ,Semi-Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹50,000"
3 BHK,Flat ,Semi-Furnished,3,Family,4,,Gurgaon,"₹45,000"
4 BHK,Flat ,Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,2,Bachelors,3,,Gurgaon,"₹50,000"
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,₹1.3 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,"₹35,000"
4 BHK,Apartment,Semi-Furnished,4,Family,10,Agent,Gurgaon,"₹40,000"
3 BHK,Apartment,Furnished,4,Family,4,Agent,Gurgaon,₹1.4 Lac
3 BHK,Apartment,Semi-Furnished,2,Family,3,Agent,Gurgaon,"₹48,000"
3 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,,Gurgaon,"₹54,000"
5 BHK,Villa,Semi-Furnished,6,Bachelors/Family,5,Agent,Gurgaon,₹3 Lac
3 BHK,Builder Floor,Furnished,3,Bachelors,2,Agent,Gurgaon,₹1 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,2,Agent,Gurgaon,₹1.1 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Family,4,Agent,Gurgaon,₹1.8 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹35,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,₹1 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹55,000"
4 BHK,Villa,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹1.5 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹1.3 Lac
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹65,000"
2 BHK,Builder Floor,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹30,000"
2 BHK,Builder Floor,Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹32,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹34,500"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹39,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹38,000"
3 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,"₹80,000"
3 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,2,Agent,Gurgaon,₹1.9 Lac
2 BHK,Apartment,Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹65,000"
4 BHK,Villa,Semi-Furnished,4,Family,5,Agent,Gurgaon,₹1.3 Lac
4 BHK,Apartment,Semi-Furnished,5,Bachelors/Family,5,Agent,Gurgaon,₹3.5 Lac
4 BHK,Apartment,Semi-Furnished,5,Family,3,Agent,Gurgaon,"₹65,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹57,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,3,Agent,Gurgaon,"₹40,000"
2 BHK,Apartment,Semi-Furnished,3,Family,3,,Gurgaon,"₹70,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹25,000"
3 BHK,Apartment,Unfurnished,3,Bachelors,3,Agent,Gurgaon,"₹80,000"
4 BHK,Apartment,Furnished,4,Family,5,Agent,Gurgaon,₹15 Lac
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,4,Agent,Gurgaon,"₹70,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹1.6 Lac
3 BHK,Builder Floor,Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹1.1 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹42,000"
3 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,₹1.1 Lac
3 BHK,Apartment,Semi-Furnished,4,Bachelors,3,Agent,Gurgaon,₹1.4 Lac
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹45,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors,4,Agent,Gurgaon,"₹75,000"
3 BHK,Builder Floor,Furnished,3,Bachelors/Family,3,,Gurgaon,"₹65,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹36,000"
3 BHK,Apartment,Semi-Furnished,5,Bachelors,2,Agent,Gurgaon,₹1.2 Lac
4 BHK,Apartment,Unfurnished,4,Bachelors/Family,4,Agent,Gurgaon,₹1.8 Lac
4 BHK,Builder Floor,Semi-Furnished,4,Bachelors,2,Agent,Gurgaon,₹1.8 Lac
6 BHK,Penthouse,Semi-Furnished,7,Bachelors,5,Agent,Gurgaon,₹1.2 Lac
3 BHK,Builder Floor,Semi-Furnished,3,Bachelors,2,Agent,Gurgaon,"₹55,000"
4 BHK,Builder Floor,Unfurnished,5,Family,2,Agent,Gurgaon,₹1.6 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors,3,Agent,Gurgaon,"₹80,000"
2 BHK,Apartment,Semi-Furnished,2,Bachelors/Family,2,Agent,Gurgaon,"₹70,000"
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹62,000"
3 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹1.6 Lac
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹68,000"
3 BHK,Apartment,Semi-Furnished,4,Family,3,Agent,Gurgaon,₹1.1 Lac
3 BHK,Apartment,Semi-Furnished,3,Family,5,Agent,Gurgaon,"₹65,000"
4 BHK,Apartment,Semi-Furnished,3,Family,3,Agent,Gurgaon,"₹60,000"
5 BHK, House,Furnished,7,Bachelors/Family,4,Agent,Gurgaon,₹3.5 Lac
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,2,Agent,Gurgaon,₹2.9 Lac
4 BHK,Apartment,Semi-Furnished,4,Family,4,Agent,Gurgaon,"₹66,000"
4 BHK,Builder Floor,Furnished,5,Bachelors,2,Agent,Gurgaon,₹2.5 Lac
4 BHK,Apartment,Furnished,3,Bachelors/Family,4,Agent,Gurgaon,"₹60,000"
3 BHK,Apartment,Unfurnished,3,Bachelors/Family,3,Agent,Gurgaon,"₹45,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,3,Agent,Gurgaon,₹1.9 Lac
3 BHK,Apartment,Semi-Furnished,3,Bachelors/Family,3,,Gurgaon,"₹53,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,,Owner,Gurgaon,"₹43,000"
3 BHK,Apartment,Unfurnished,3,Family,4,Agent,Gurgaon,"₹40,000"
4 BHK,Apartment,Semi-Furnished,4,Bachelors/Family,5,Agent,Gurgaon,₹1.6 Lac
2 BHK,Apartment,Unfurnished,2,Bachelors,2,Agent,Gurgaon,"₹44,000"
